,time(minute),티익스프레스,사파리월드,로스트밸리,아마존익스프레스,썬더폴스,콜럼버스대탐험,더블락스핀,랫츠트위스트,롤링엑스트레인,허리케인,챔피온쉽로데오,로얄쥬빌리캐로셀,시크릿쥬쥬비행기,플래쉬팡팡,피터팬,나는코끼리,로보트카,붕붕카,스카이댄싱,매직스윙,비룡열차,우주전투기,레이싱코스터,릴리댄스,플라잉레스큐,슈팅고스트,Unnamed: 27,위도,경도
24,플라잉레스큐,13.200115279700773,12.229684004742849,16.093663604066744,12.50246815543213,2.3884125324082963,1.889166933215395,4.706024320714522,3.945204526766292,4.1051769084807885,4.098522110215192,2.578567067165315,5.5307883827932125,6.297468686056362,10.768180363318981,3.3268873750164376,3.278416132408024,9.845000608246893,9.75812873682255,10.407062926131395,4.693542299426352,7.038388173364284,6.217646666962769,7.265931667076154,7.663710898932893,0.0,8.745907352688365,,37.2938384000007,127.195438453935
25,슈팅고스트,4.5055380795450475,3.916147897295653,8.676647192843372,4.616430409237006,10.38630951990342,10.449211856745078,11.327364305865196,4.826610436713163,4.742590305563841,6.7714082946828,7.884783581257919,6.484912489271676,11.249572796544479,17.171748963356425,8.274678071815456,7.536731729446014,16.163876433052913,15.738093683878148,15.904756832056243,8.292847233047496,2.1423713330467704,3.2384045690154863,14.953428717120005,14.941184245372746,8.745907352688365,0.0,,37.2915645000001,127.198488553936
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,format,False,기준값,42.27947,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,위도/경도 계산 버전,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,활용,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,"비교할 두 기구 중 목차 상 앞쪽에 해당하는 기구의 행에서, 뒤쪽 기구의 열로 이동하여 거리(단위:미터) 취득",,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,"위도/경도는 우측 AC,AD 행에 기재되었으며 이를 토대로 계산된 하버사인 결과가 위의 행렬",,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,마지막 항목 '슈팅코스트' -> '슈팅고스트' 로 오자 수정,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,수집경로,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,네이버 지도에서 파악한 각 놀이기구의 입구에 대한 위치 정보를 api 활용 페이지를 통해 위도/경도로 추출하였습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,관련링크,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,에버랜드 지도,,chrome-extension://hmigninkgibhdckiaphhmbgcghochdjc/pdfjs/web/viewer.html?file=https://wwwrod.everland.com/web/images/front/everland/common/everland.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,네이버 지도,,"https://map.naver.com/p/search/%EB%A1%9C%EC%8A%A4%ED%8A%B8%EB%B0%B8%EB%A6%AC/place/1423573675?c=16.83,0,0,0,dh",,,,,,,,,,,,,,,,,,,,,,,,,
38,,,웹툴(geocode api),,https://xn--yq5bk9r.com/blog/map-coordinates,,,,,,,,,,,,,,,,,,,,,,,,,
